Time,Amplitude,F_Sampling
0,3,500
0.001,3,
0.002,3.2,
0.003,3.2,
0.004,3.3,
0.005,3.4,
0.006,3.4,
0.007,3.5,
0.008,3.5,
0.009,3.5,
0.01,3.5,
0.011,3.6,
0.012,3.6,
0.013,3.7,
0.014,3.8,
0.015,3.9,
0.016,4,
0.017,4.2,
0.018,4.3,
0.019,4.4,
0.02,4.5,
0.021,4.6,
0.022,4.7,
0.023,4.8,
0.024,4.9,
0.025,5.1,
0.026,5.1,
0.027,5.2,
0.028,5.3,
0.029,5.4,
0.03,5.5,
0.031,5.6,
0.032,5.7,
0.033,5.8,
0.034,5.9,
0.035,6,
0.036,6.2,
0.037,6.3,
0.038,6.4,
0.039,6.5,
0.04,6.6,
0.041,6.6,
0.042,6.7,
0.043,6.7,
0.044,6.8,
0.045,6.8,
0.046,6.9,
0.047,6.9,
0.048,6.9,
0.049,6.9,
0.05,6.8,
0.051,6.6,
0.052,6.4,
0.053,6.3,
0.054,6.1,
0.055,5.9,
0.056,5.8,
0.057,5.6,
0.058,5.4,
0.059,5.2,
0.06,5,
0.061,4.8,
0.062,4.7,
0.063,4.5,
0.064,4.4,
0.065,4.2,
0.066,4.1,
0.067,4,
0.068,3.9,
0.069,3.8,
0.07,3.7,
0.071,3.6,
0.072,3.5,
0.073,3.4,
0.074,3.2,
0.075,3.1,
0.076,3,
0.077,3,
0.078,2.9,
0.079,2.8,
0.08,2.7,
0.081,2.5,
0.082,2.3,
0.083,2.2,
0.084,2.1,
0.085,2.1,
0.086,2,
0.087,1.9,
0.088,1.8,
0.089,1.8,
0.09,1.7,
0.091,1.6,
0.092,1.5,
0.093,1.5,
0.094,1.4,
0.095,1.3,
0.096,1.2,
0.097,1.1,
0.098,0.9,
0.099,0.8,
0.1,0.6,
0.101,0.4,
0.102,0.3,
0.103,0.2,
0.104,0,
0.105,-0.1,
0.106,-0.2,
0.107,-0.3,
0.108,-0.4,
0.109,-0.5,
0.11,-0.7,
0.111,-0.7,
0.112,-0.8,
0.113,-0.9,
0.114,-1,
0.115,-1,
0.116,-1.1,
0.117,-1.2,
0.118,-1.2,
0.119,-1.3,
0.12,-1.3,
0.121,-1.4,
0.122,-1.4,
0.123,-1.4,
0.124,-1.5,
0.125,-1.6,
0.126,-1.6,
0.127,-1.7,
0.128,-1.7,
0.129,-1.8,
0.13,-1.8,
0.131,-1.9,
0.132,-1.9,
0.133,-2,
0.134,-1.9,
0.135,-1.9,
0.136,-1.9,
0.137,-1.8,
0.138,-1.8,
0.139,-1.8,
0.14,-1.8,
0.141,-1.7,
0.142,-1.7,
0.143,-1.7,
0.144,-1.7,
0.145,-1.7,
0.146,-1.7,
0.147,-1.7,
0.148,-1.7,
0.149,-1.6,
0.15,-1.6,
0.151,-1.7,
0.152,-1.8,
0.153,-1.8,
0.154,-1.9,
0.155,-1.9,
0.156,-1.8,
0.157,-1.9,
0.158,-1.9,
0.159,-1.9,
0.16,-1.9,
0.161,-1.8,
0.162,-1.8,
0.163,-1.7,
0.164,-1.7,
0.165,-1.6,
0.166,-1.6,
0.167,-1.5,
0.168,-1.4,
0.169,-1.3,
0.17,-1.2,
0.171,-1.1,
0.172,-0.9,
0.173,-0.8,
0.174,-0.6,
0.175,-0.3,
0.176,-0.1,
0.177,0.2,
0.178,0.6,
0.179,0.9,
0.18,1.4,
0.181,1.8,
0.182,2.2,
0.183,2.7,
0.184,3.1,
0.185,3.6,
0.186,4,
0.187,4.4,
0.188,4.9,
0.189,5.3,
0.19,5.7,
0.191,6,
0.192,6.4,
0.193,6.7,
0.194,7,
0.195,7.3,
0.196,7.6,
0.197,8,
0.198,8.4,
0.199,8.6,
0.2,8.9,
0.201,9,
0.202,9.1,
0.203,9.1,
0.204,9,
0.205,8.9,
0.206,8.7,
0.207,8.4,
0.208,8.1,
0.209,7.7,
0.21,7.1,
0.211,6.6,
0.212,6,
0.213,5.3,
0.214,4.6,
0.215,3.8,
0.216,3.1,
0.217,2.3,
0.218,1.5,
0.219,0.8,
0.22,-0.1,
0.221,-0.9,
0.222,-1.8,
0.223,-2.8,
0.224,-3.8,
0.225,-5,
0.226,-6.2,
0.227,-7.5,
0.228,-8.9,
0.229,-10.3,
0.23,-11.9,
0.231,-13.5,
0.232,-15.2,
0.233,-17,
0.234,-18.9,
0.235,-20.9,
0.236,-22.9,
0.237,-25,
0.238,-27,
0.239,-29.1,
0.24,-31,
0.241,-32.9,
0.242,-34.5,
0.243,-35.9,
0.244,-37,
0.245,-37.7,
0.246,-38,
0.247,-38,
0.248,-37.6,
0.249,-37.1,
0.25,-36.5,
0.251,-36,
0.252,-35.6,
0.253,-35.3,
0.254,-35.1,
0.255,-34.9,
0.256,-34.4,
0.257,-33.6,
0.258,-32.4,
0.259,-30.8,
0.26,-28.7,
0.261,-26.3,
0.262,-23.4,
0.263,-20.3,
0.264,-17,
0.265,-13.5,
0.266,-9.9,
0.267,-6.2,
0.268,-2.6,
0.269,1.1,
0.27,4.7,
0.271,8.2,
0.272,11.6,
0.273,14.8,
0.274,17.8,
0.275,20.4,
0.276,22.7,
0.277,24.6,
0.278,26,
0.279,26.9,
0.28,27.3,
0.281,27,
0.282,26.2,
0.283,24.8,
0.284,22.9,
0.285,20.5,
0.286,17.8,
0.287,15,
0.288,12.1,
0.289,9.3,
0.29,6.5,
0.291,3.9,
0.292,1.5,
0.293,-0.6,
0.294,-2.4,
0.295,-4,
0.296,-5.3,
0.297,-6.4,
0.298,-7.3,
0.299,-7.9,
0.3,-8.3,
0.301,-8.6,
0.302,-8.7,
0.303,-8.7,
0.304,-8.7,
0.305,-8.6,
0.306,-8.5,
0.307,-8.4,
0.308,-8.2,
0.309,-8,
0.31,-7.8,
0.311,-7.6,
0.312,-7.4,
0.313,-7.1,
0.314,-6.9,
0.315,-6.6,
0.316,-6.3,
0.317,-6,
0.318,-5.7,
0.319,-5.4,
0.32,-5.1,
0.321,-4.7,
0.322,-4.4,
0.323,-4,
0.324,-3.7,
0.325,-3.3,
0.326,-3,
0.327,-2.6,
0.328,-2.3,
0.329,-1.9,
0.33,-1.6,
0.331,-1.2,
0.332,-0.9,
0.333,-0.6,
0.334,-0.4,
0.335,-0.1,
0.336,0.1,
0.337,0.3,
0.338,0.4,
0.339,0.5,
0.34,0.5,
0.341,0.5,
0.342,0.4,
0.343,0.3,
0.344,0,
0.345,-0.2,
0.346,-0.5,
0.347,-0.8,
0.348,-0.9,
0.349,-1,
0.35,-1,
0.351,-0.9,
0.352,-0.7,
